metric,target,sigma_obs,sigma_model,sigma_ev,sigma_ev_quantile,var_obs,var_md,var_ev,source_ev,replicate_groups,enabled_for_sa,notes
Employment_mean,65.0,5.0,7.26,,0.9,25.0,52.7076,30.022111111111236,seed_replicates,220,True,
Output_mean,80.0,10.0,14.52,,0.9,100.0,210.8304,60.08225343573789,seed_replicates,220,True,
Consumption_mean,80.0,10.0,14.52,,0.9,100.0,210.8304,53.10982515438737,seed_replicates,220,True,
AvgPrice_mean,1.05,0.05,0.08470000000000001,,0.9,0.0025000000000000005,0.007174090000000002,0.0005321364470600793,seed_replicates,220,True,
DefaultsHH_rate,0.004,0.002,0.0033000000000000004,,0.9,4e-06,1.0890000000000002e-05,1.3684573002755712e-06,seed_replicates,220,True,
BankFailed_share,0.0,0.01,0.011000000000000001,,0.9,0.0001,0.00012100000000000003,0.0,seed_replicates,220,True,
BankResolved_share,0.05,0.03,0.05500000000000001,,0.9,0.0009,0.0030250000000000008,0.0011680440771349864,seed_replicates,220,True,
BankResolutionHaircut_mean,0.02,0.01,0.022000000000000002,,0.9,0.0001,0.0004840000000000001,9.816075126840755e-05,seed_replicates,220,True,
BankBailedOut_share,0.02,0.02,0.033,,0.9,0.0004,0.0010890000000000001,4.820936639118497e-05,seed_replicates,220,True,
BankBailoutAmount_mean,0.2,0.2,0.25520000000000004,,0.9,0.04000000000000001,0.06512704000000002,0.025683428391628314,seed_replicates,220,True,
Transfers_mean,6.5,2.0,2.552,,0.9,4.0,6.512704,0.31448926186050274,seed_replicates,220,True,
HH_Deposit_mean,1.5,1.0,1.276,,0.9,1.0,1.628176,0.20006826110850437,seed_replicates,220,True,
Bank_Equity_mean,10.0,7.5,8.514000000000001,,0.9,56.25,72.48819600000002,23.06415503462509,seed_replicates,220,True,
PriceDispersion_mean,0.1,0.06,0.132,,0.9,0.0036,0.017424000000000002,0.0004082797543411398,seed_replicates,220,False,
InventoryGap_mean,0.0,0.25,0.385,,0.9,0.0625,0.148225,0.023401375401461953,seed_replicates,220,False,
CreditRejections_mean,80.0,10.0,22.0,,0.9,100.0,484.0,511.7554814814811,seed_replicates,220,False,
FirmDowntimeShare_mean,0.05,0.04,0.07700000000000001,,0.9,0.0016,0.005929000000000002,0.0,seed_replicates,220,False,
