component,reduction,n_points,newly_implausible_count,newly_implausible_share,share_at_max_reduction,share_mean,rank_at_max_reduction,rank_by_mean
CU,0.1,1125,0,0.0,0.0,0.0,2,2
CU,0.2,1125,0,0.0,0.0,0.0,2,2
CU,0.3,1125,0,0.0,0.0,0.0,2,2
CU,0.4,1125,0,0.0,0.0,0.0,2,2
EV,0.1,1125,0,0.0,0.0,0.0,2,2
EV,0.2,1125,0,0.0,0.0,0.0,2,2
EV,0.3,1125,0,0.0,0.0,0.0,2,2
EV,0.4,1125,0,0.0,0.0,0.0,2,2
MD,0.1,1125,0,0.0,0.0026666666666666666,0.0013333333333333333,1,1
MD,0.2,1125,0,0.0,0.0026666666666666666,0.0013333333333333333,1,1
MD,0.3,1125,3,0.0026666666666666666,0.0026666666666666666,0.0013333333333333333,1,1
MD,0.4,1125,3,0.0026666666666666666,0.0026666666666666666,0.0013333333333333333,1,1
OU,0.1,1125,0,0.0,0.0026666666666666666,0.0013333333333333333,1,1
OU,0.2,1125,0,0.0,0.0026666666666666666,0.0013333333333333333,1,1
OU,0.3,1125,3,0.0026666666666666666,0.0026666666666666666,0.0013333333333333333,1,1
OU,0.4,1125,3,0.0026666666666666666,0.0026666666666666666,0.0013333333333333333,1,1
