component,reduction,n_points,newly_implausible_count,newly_implausible_share,share_at_max_reduction,share_mean,rank_at_max_reduction,rank_by_mean
CU,0.1,45,0,0.0,0.06666666666666667,0.05,2,3
CU,0.2,45,3,0.06666666666666667,0.06666666666666667,0.05,2,3
CU,0.3,45,3,0.06666666666666667,0.06666666666666667,0.05,2,3
CU,0.4,45,3,0.06666666666666667,0.06666666666666667,0.05,2,3
EV,0.1,45,0,0.0,0.06666666666666667,0.016666666666666666,2,4
EV,0.2,45,0,0.0,0.06666666666666667,0.016666666666666666,2,4
EV,0.3,45,0,0.0,0.06666666666666667,0.016666666666666666,2,4
EV,0.4,45,3,0.06666666666666667,0.06666666666666667,0.016666666666666666,2,4
MD,0.1,45,3,0.06666666666666667,0.13333333333333333,0.1,1,1
MD,0.2,45,3,0.06666666666666667,0.13333333333333333,0.1,1,1
MD,0.3,45,6,0.13333333333333333,0.13333333333333333,0.1,1,1
MD,0.4,45,6,0.13333333333333333,0.13333333333333333,0.1,1,1
OU,0.1,45,0,0.0,0.13333333333333333,0.08333333333333334,1,2
OU,0.2,45,3,0.06666666666666667,0.13333333333333333,0.08333333333333334,1,2
OU,0.3,45,6,0.13333333333333333,0.13333333333333333,0.08333333333333334,1,2
OU,0.4,45,6,0.13333333333333333,0.13333333333333333,0.08333333333333334,1,2
