metric,target,sigma_obs,sigma_model,sigma_ev,sigma_ev_quantile,var_obs,var_md,var_ev,source_ev,replicate_groups,enabled_for_sa,notes
Employment_mean,65.0,5.0,7.285555200000002,,0.9,25.0,53.07931457224707,28.858583333333364,seed_replicates,250,True,
Output_mean,80.0,10.0,14.571110400000004,,0.9,100.0,212.31725828898828,53.29030285682463,seed_replicates,250,True,
Consumption_mean,80.0,10.0,14.571110400000004,,0.9,100.0,212.31725828898828,50.50093734458543,seed_replicates,250,True,
AvgPrice_mean,1.05,0.05,0.08499814400000001,,0.9,0.0025000000000000005,0.007224684483444738,0.0004997498821424436,seed_replicates,250,True,
DefaultsHH_rate,0.004,0.002,0.0033116160000000007,,0.9,4e-06,1.0966800531456005e-05,5.07870370370398e-07,seed_replicates,250,True,
BankFailed_share,0.0,0.01,0.011038720000000004,,0.9,0.0001,0.00012185333923840008,0.0,seed_replicates,250,True,
BankResolved_share,0.05,0.03,0.05519360000000001,,0.9,0.0009,0.003046333480960001,0.0019444444444444446,seed_replicates,250,True,
BankResolutionHaircut_mean,0.02,0.01,0.022077440000000007,,0.9,0.0001,0.0004874133569536003,0.00023616873588030315,seed_replicates,250,True,
BankBailedOut_share,0.02,0.02,0.033116160000000006,,0.9,0.0004,0.0010966800531456004,0.0001666666666666665,seed_replicates,250,True,
BankBailoutAmount_mean,0.2,0.2,0.256098304,,0.9,0.04000000000000001,0.06558634131167641,0.03955400762932003,seed_replicates,250,True,
Transfers_mean,6.5,2.0,2.560983040000001,,0.9,4.0,6.558634131167646,0.375150886841945,seed_replicates,250,True,
HH_Deposit_mean,1.5,1.0,1.2804915200000004,,0.9,1.0,1.6396585327919115,1.300115074421578,seed_replicates,250,True,
Bank_Equity_mean,10.0,7.5,8.543969280000002,,0.9,56.25,72.99941105758376,5.549412121170343,seed_replicates,250,True,
PriceDispersion_mean,0.1,0.06,0.13246464000000002,,0.9,0.0036,0.017546880850329606,0.00038484716854830667,seed_replicates,250,False,
InventoryGap_mean,0.0,0.25,0.38635520000000007,,0.9,0.0625,0.14927034056704006,0.0245814879496496,seed_replicates,250,False,
CreditRejections_mean,30.0,5.0,22.077440000000003,,0.9,25.0,487.4133569536001,17.94099999999995,seed_replicates,250,False,
FirmDowntimeShare_mean,0.05,0.04,0.07727104000000003,,0.9,0.0016,0.005970813622681604,0.0,seed_replicates,250,False,
